1, 16224, 10057,   322, 22135, 29901,  1128,   304,  1207,   432, 809,   295,   719, 27372, 29889,  7605,   263,   286,   789,  5941, 292, 10823,   363,   596,  3632,   331,  1943,   432,   809,   295, 719, 27372,  9522,   412, 29889,   360,   728, 29559,   411,  1395, 559, 29899,  7582,  1259,  4426,   508,   367,  1304, 29892,   541, 14383,   270,   728, 29559,   411,  4023,   845,  9418, 29899, 29890, 5761,   616,  4426,   408,   445,   508, 17820,   278,  8341,  1283, 432,   809,   295,   719, 28001 , 29889
1,  3201,   955, 29901,  1128,   304,   679,   304,   413,  4442, 340, 29889,   315,   905,   263,  1513, 16286,   304,   413,  4442, 2165,  4799,   637,   313, 29926,  6547,  3300,   352, 13607,  6121, 4799,   637, 29897,   515, 29129,  1450,   470,  4655, 14721,   273, 14368, 29892,  1316,   408,   286,   348,   436, 29892,   301,   898, 265, 29892,  1226, 23559, 29892, 10395,  2429, 29892,   282,  1431, 434, 29892,   610,   275,   470,  7655,  1915, 29889,  1704, 26536, 3160,  3287,  1248,   728,  4799,  9012
1,  8778,   322, 19906, 29901,  1128,   304, 12566,   330,  2390, 267,   515, 17564, 29879, 29889, 26428,   596,  2646,   412,   325, 1475,   411,  2691, 27716,  7787,  1259,   304, 12566,   278,   330, 2390,   267, 29889,   450, 27716,   881,   367,  1546, 29871, 29900, 29889, 29945,   304, 29871, 29900, 29889, 29947,  3533, 17528,   690, 313, 29900, 29889, 29900, 29906, 29900,   304, 29871, 29900, 29889, 29900, 29941, 29896,   297, 29897,   304, 12566,   278,   330,  2390, 267,   515,   285,  3687, 29892, 25550
1, 16224, 10057,   322, 22135, 29901,  1128,   304,  6548,  5520, 321, 29891,   295,  1161,   267,   322,  2989,   261,   321, 29891, 774,   798, 18180, 29889, 15154,  1207,   786,  4646,   368, 29889, 341,  6151,  2518,   322,   321, 29891,   774,   798,  9127, 29892, 2175,   373,   321, 29891,   295,  1161,   267,   322,   321, 29891, 774,  5727,   975, 11147,   674, 18658,  1438, 15409,  2578, 25414, 322,   674,  5557,   321, 29891,   295,  1161,   267,   322,   321, 29891,   774,  5727,   515, 15678,   636
1, 26040, 29901,  1128,   304,  1207,  3632,   331,  1943,  6635, 1634,   514,   296, 29889,  3462,   278, 18853, 17182,   304,   263, 805,   764, 18046,   280, 29889,  1152,   278,  1634,   514,   296, 29892,   366, 29915,   645,   817,   263, 29871, 29906, 29899, 21543, 313, 29945, 29929,   286, 29880, 29897, 12917,   805,   764, 18046, 280, 29889,   317,   802, 29872,   911, 29871, 29906,  4441,   567, 310,   454,  3712, 18853, 17182,  1919, 29871, 29906,  4441,   567, 310,  8775, 24841, 18853, 17182, 29892
1, 16224, 10057,   322, 22135, 29901,  1128,   304,  1207,  7375, 322,   269,   473, 22300, 29889,   323,  2209,   278,   282,   548, 658,   262,   411,   278,  6501,   577, 29891, 12507,   346, 29889, 3462, 29871, 29945, 29871,  1309,   778,   313, 29896, 29946, 29906, 330, 29897,   310, 10814,  6393,   282,   548,   658,   262,   393, 29915, 29879,  1063,  5700,   297, 29871, 30515, 29899, 22466,   313, 29953, 29899,  4317, 29897, 12003, 10076,   567,   322, 29871, 29906, 734,   294,  1129,   787,   313, 29896
1, 11796,   414,   322, 28251,  1199, 29901,  1128,   304, 19417, 325,   524,   482,  3438,  2017,   432,   809,   295,   719,   373, 18230,   388, 29889, 29301,  1432,   325,   524,   482,  3438,  2017, 432,   809,   295,   719, 10754,  2909,   322,  1432,   325,   524, 482,  3438,  2017,   432,   809,   295,   719,  1856,  3268,   366, 508,  1284, 29889,  6280,  4447,   675,  7535,   411,  3785, 11949, 29892,   278,   664,   310,  1532,  2998,  2874,   414, 29892, 12713, 22848, 29892,  1539,  1338, 29892, 25702
1, 16224, 10057,   322, 22135, 29901,  1128,   304, 19531,   260, 4227, 29880,  1600,   384,  7901, 10412, 29889, 14542,   852,   263, 19875, 29891,   470,  1045,  3594,   260,  4227, 29880,  1600,   384, 363,   263,   901,  3209,   950,  1106, 29889,   319, 12003, 29892, 1302,  1537,   260,  4227, 29880,  1600,   384,  7901,  1008,   322, 263,  5101,   310,  1320,  1253,   287,  1444,   550,   338,   278, 4922,   982,   304,  7952, 14294,   373,   263, 11220,  4723,   355, 29889,  7357,   523,  2814,   470,   260
1, 25453,   322, 17465,   292, 29901,  1128,   304, 17545,   901, 330,  2390,   267, 29889,  3462,   330,  2390,   267,   304,   596, 4497,   328, 29889,   319,  5972,   322,  4780,   982,   304,  7910, 278,  5253,   310,   330,  2390,   267,   297,   596, 14218,   652, 300,   338,   304, 28189,   263,  2846,  8870,  1490,   330,  2390, 267,   373,  2246,   310,   263,   301,  3322, 29899,   272,   270, 2559,   814,   603,  4497,   328, 29889,   450, 14225, 21054,   272, 322,  7990, 18459,   310,   278,   330
1, 15202, 29901,  1128,   304, 11039,   403, 18655,  1849,   964, 263,  9045, 29891, 26044, 29889,  8561,   263, 18655,   519,   885, 2572,   569,   363, 26044, 29889,   319, 18655,   519,   885,  2572, 569,   338,   263,  2560,   270,   728,  1754,   491,   872,   329, 29948,   292, 18655,  1849,   297,   263,  4091,   340,  7243,   322, 769,  4417,   367,  2579, 29808,   975,   963,   304,  4808,   278, 270,   728,  4208, 29889, 14893,   491,  4417,   738, 18655,  1849, 366,   763, 29892,  3704,   373,  1080
